sha256,staffing_problem,confidence,primary_reason,evidence_staffing_cited,evidence_keywords_found,evidence_quotes,evidence_explanation
0bb4a614ac9dac9f3e9136db4757ecc3b10569de81d3704da1a71cbb15261fee,False,high,not_staffing_related,False,[],[],"The report describes a physical altercation between a staff member and a youth, resulting in a violation for corporal punishment and a separate violation for the staff member's lack of ability to perform duties. The incident was triggered by a youth playing with an air conditioner, escalating to chair throwing and physical strikes by the staff member. At the time of the incident, other staff (Case manager, Maintenance staff, Medical assistant) were present and involved in the response. There is no mention of understaffing, insufficient personnel, failure to meet ratios, coverage gaps, or any staffing-related cause or condition contributing to the incident. The primary causes appear to be the staff member's inappropriate use of force and lack of ability, not staffing levels."
0c0df2a901cd0770cbe3aac0bf98ef80d83e03fbbf4302be0f1fb5f3fd77ce7e,False,high,not_staffing_related,False,[],[],"The confirmed violations are solely related to documentation failures (lack of placement outline, incomplete borrowed bed paperwork, missing DHHS-69 form). No statements mention understaffing, insufficient personnel, failure to meet ratios, or shift coverage gaps. The narrative attributes the failures to rushed processes and oversight, not staffing levels."
0c55f4daa8fd99c9edaae903a41fa3e2ffa7ca50e0e78af49c9830c8fb26e496,False,high,not_staffing_related,False,[],[],"The report documents violations related to a staff member's unprofessional behavior, drug use, failure to report abuse allegations, and lack of supervision, but does not mention understaffing, ratio violations, coverage gaps, or insufficient personnel as causes. The incidents are attributed to individual misconduct and policy failures, not staffing levels."
0c5f971230a9bfb5827f9ed993bd235e9fceb06f0a5828d442264cd8ce6c7f9f,False,high,not_staffing_related,False,[],[],"The narrative describes a violation involving an unapproved physical transport technique used by staff during a behavioral incident. There is no mention of understaffing, failure to meet ratios, operating below minimum staffing levels, shift coverage gaps, or insufficient personnel. The analysis cites staff using a technique 'not supported by the facility’s established Handle with Care behavior management system,' indicating the primary cause relates to improper application of approved techniques, not staffing levels."
0c68041c7d0a15eafc18cfb1abf6aa049acccd04180779d989e727b09b88d2ec,True,medium,shift_coverage_gap,True,"[""no staff are backing me up""]","[""Staff 1 reported saying \""I\u2019m done because no staff are backing me up\"".""]","The report documents a staffing-related factor as a contributing condition: Staff 1 explicitly stated during the incident that other staff did not step in to help or provide backup, indicating a shift coverage or supervision gap at the critical moment. However, the report does not explicitly state the facility was under its minimum required ratio or that insufficient personnel caused the violation, so the linkage is partial."
0cb620a6a82dd138573239962edbad70c67e63a650f2af19f0d9b8c78b03dd57,False,high,not_staffing_related,False,[],[],"The report details a physical incident involving a youth restraint and subsequent violations related to proper restraint procedures and failure to report suspected abuse. The narrative does not mention staffing levels, ratios, shift coverage, or insufficient personnel as a cause or contributing factor. The violations are attributed to individual staff conduct (improper restraint, failure to report), policy compliance issues, and supervision/assessment errors, with no documented staffing deficiencies."
0ce613f3a537c18bcb94ff9657c87847063dd14f4fb340e98fc2246431e33e12,False,high,not_staffing_related,False,[],[],"The confirmed violation involves a foster care worker making an inappropriate and threatening comment to a youth. The narrative extensively documents the incident and interviews, focusing solely on the worker's conduct, past disciplinary history, and lack of responsible character. There is no mention of staffing levels, ratios, coverage gaps, or insufficient personnel. The violation is attributed to individual misconduct and boundary issues, not staffing problems."
0d05a57a64e9017405581c9a19e25a37b3a43b8ba6a8cd9b17b4f14eec84515b,False,high,not_staffing_related,False,[],[],"The violation involves failure to provide foster parent written responses to the Disciplinary Action Unit, which is a documentation and procedural compliance issue. No mention is made of staffing levels, ratios, shift coverage, or insufficient personnel as a contributing factor. The investigation focused on policy adherence and documentation processes."
0d60498392815a377c9a7420a0a363c2cf5ad20de6d952ab775eafb37fbc49d2,False,high,not_staffing_related,False,[],[],"The report documents failures in follow-up on medical/dental needs and specialist referrals, but does not attribute these violations to staffing levels, ratios, or coverage gaps. The analysis cites lack of documentation and worker follow-up, and one worker mentions system issues (MISACWIS not flagging alerts), but no statements indicate understaffing, ratio violations, or shift coverage problems caused the deficiencies."
0d69d2952a89faa937faecc844e61915bd9c606731c7b0f2b7f8e81c1360400a,False,high,not_staffing_related,False,[],[],"The violation involves a staff member using an inappropriate physical restraint (choke hold) against a youth, which is a clear policy violation regarding behavior management. No mention is made of staffing levels, ratios, coverage gaps, or insufficient personnel at the time of the incident. The cause is documented as individual misconduct and violation of agency policy, not staffing issues."
0da0d600d2ce54df073bd2e26b128875a5a4da3e18a1ddde8f461be5f1b36086,False,high,not_staffing_related,False,[],[],"The investigation focused on allegations of inappropriate response to youth conflict and a policy violation regarding privacy during phone calls. In the incident narrative, youth and staff consistently reported staff were present and intervened during conflicts. The confirmed violation was a policy problem requiring all calls to be on speakerphone, breaking confidentiality. Staffing levels, ratios, coverage, or insufficiency are not mentioned as a cause or factor in either the unsubstantiated or substantiated violations."
0da6d09a5bafed777461efc83c000c50153cb03a0973111cca1561d80c3f8823,True,high,general_insufficient_staff,True,"[""sufficient number of staff"", ""not a sufficient number of staff working""]","[""The facility is found in noncompliance as there was not a sufficient number of staff working to provide for the continual needs, protection, and supervision of the youth."", ""The two staff on shift did not follow Youth A and Youth B\u2019s safety plan as they were occupied when Youth C and Youth F were fighting, leaving Youth A and Youth B unattended.""]","The investigation report explicitly cites insufficient staffing as a direct cause of a confirmed violation. The analysis of the safety plan violation concludes that there was 'not a sufficient number of staff working to provide for the continual needs, protection, and supervision of the youth,' which directly led to the youths being left unsupervised and a sexual safety plan being violated. This is a clear, documented linkage between staffing levels and the incident."
0e56f53a1442eb3a566960f30ae642ba730a8a525fb152193fefcf608b64dbf1,False,high,not_staffing_related,False,[],[],"The violation is attributed to staff failure to adequately supervise, intervene, and report incidents, not to insufficient staffing levels or coverage gaps. The report details specific failures of individual staff members (e.g., being on phones, not intervening, allowing peer-on-peer discipline, medication cart left unattended) and management failures (coaching, rewriting reports). While the rule cited is 'Sufficiency of staff,' the narrative ties the violation to staff performance/conduct, not to being understaffed, below ratios, or having unfilled shifts."
0e714147518b0175b077de6c92369fbc48163dcf66795ba8b62ee75087d8a3d4,False,high,not_staffing_related,True,[],"[""The Case Manager reported there is not a 24-hour contact number and that the hospital had her work telephone number and the CA\u2019s work number."", ""The agency did not have clear communication with the hospital about Youth A\u2019s discharge and did not arrange for her discharge to her placement until 4/2/2024."", ""But those staff reported they could not connect with a supervisor related to Youth A\u2019s discharge plan.""]","The narrative shows staff were present and supervising the youth at the hospital throughout the incident. The violation was caused by a communication and supervisory decision-making failure (lack of a 24-hour contact number, unclear protocols, and delayed administrative response), not by insufficient staff numbers, unmet ratios, or coverage gaps."
0e8038d62a3e1a5740e2cb2a10f8446bcc64a846f09b66aa65a38b014ee6266c,False,high,not_staffing_related,True,"[""worker turnovers""]","[""with the number of worker turnovers in recent years, this expectation may have been impacted""]","The report mentions worker turnover as a contributing factor to documentation issues, but does not cite understaffing, failure to meet ratios, minimum staffing levels, or shift coverage gaps as causes of the violations. The violations are primarily attributed to individual worker performance, policy/procedure failures, and untimely documentation, not insufficient personnel levels or coverage."
0e9c9a752acd1c78bccae7e201f3766ece078895c914ca9a9ff01c945fa22e0e,False,high,not_staffing_related,False,[],[],"The report documents two separate allegations: verbal abuse by Staff 1 and Staff 1 sleeping on duty. Both violations are attributed to individual staff misconduct and documentation issues. There is no mention of understaffing, failure to meet ratios, minimum staffing levels, shift coverage gaps, or insufficient personnel as causes or contributing factors. The violations stem from staff behavior and procedural failures, not staffing levels."
0ee332403f37c2ee170baa4e81894277aed376b0a4f45b30d464f0489224555a,False,high,not_staffing_related,False,[],[],"The report provides no documentation that understaffing, unmet ratios, minimum staffing deficiencies, or shift coverage gaps caused or contributed to the violation. The incident is attributed to an individual staff member's improper use of physical restraint and violation of behavior management policies, not insufficient personnel. Multiple staff were present and intervened."
0f1e8584a27abcb8e4c4de5a412d17f35770a92981ae3f4f8777378eb8220b50,False,high,not_staffing_related,False,[],[],"The report documents a confirmed violation related to failure to address a youth's grievance (lost grievance form, no follow-up). Staffing levels, ratios, coverage gaps, or insufficient personnel are not mentioned as causes or contributing factors. The violation stems from a procedural/documentation failure in handling the grievance process, not from staffing issues."
0f2cfed733758b92d2d7cef83655e28a30d7b93053af9f00989563dd823f37e5,False,high,not_staffing_related,False,[],[],"The violation is clearly about staff misunderstanding the definition of 'continuous' monitoring, not about insufficient staffing. The report documents five staff were present and involved in the incident, and the corrective action focuses on policy clarification and training. No mention is made of understaffing, ratio shortfalls, or coverage gaps as a cause."
0f400b8e1ecc8e0e653df05436dd50f790790863b01e48cd2378370a965e04a9,False,high,not_staffing_related,False,[],[],"The report does not mention staffing levels, ratios, coverage gaps, or insufficient personnel as a factor in the incident. The violation resulted from inappropriate physical intervention and de-escalation failures by individual staff members present at the time. The root causes identified are related to staff conduct, policy violations, and crisis intervention techniques, not staffing shortages."
0fa7767e127df812ea54f11356abb312e63b131a91a77d0efa18caae47d46410,False,high,not_staffing_related,False,[],[],"The report documents multiple violations (failure to follow medical recommendations, lack of recreation policy, possible spoiled food) but makes no mention of staffing levels, coverage gaps, or insufficient personnel as a cause or contributing factor. The delay in medical care was attributed to the youth's 'unsafe behaviors' and unclear staff communication/oversight, not a lack of available staff."
0fe7742bfcf46ca6dd5e70ed8c825e87909d76117378d8c485ef14eb94018cc7,False,high,not_staffing_related,False,[],[],"The report documents a violation for failing to provide timely medical care for a youth's hand fracture. The primary causes identified are poor assessment, decision-making, communication, and documentation by the staff who were present. While it's noted that nursing staff do not work on weekends, this is presented as a condition, not as the cause of the delayed care. The analysis focuses on policy/procedure failures, not insufficient personnel."
103474075e1881f368ccd79fd6b945e22a9f1e5afe98c7b9f0b1c0b01675754c,False,high,not_staffing_related,False,[],[],"The violation concerns a staff member's inappropriate relationship and boundary violations with a youth, including sexual misconduct. The narrative extensively documents individual misconduct, policy violations (being alone with youth, inappropriate contact), and failure to report concerns, but it contains no mention of staffing levels, ratios, coverage gaps, or insufficient personnel. The cause is attributed to the staff member's actions and the facility's delayed response to boundary concerns, not staffing shortages."
105d5e771e15ba5c936b293c00e603cee1cef235e7a1c21901f6fdeff1b4a7cb,False,high,not_staffing_related,False,[],[],"The investigation identifies the cause of the violations as the use of an unapproved restraint technique (bear hug) and a failure to file a required restraint report. While one interview mentions staff use improper techniques 'especially if they are handling an escalated situation with a youth by themselves,' this describes a scenario, not a documented staffing shortage, ratio violation, or coverage gap at the time of the incident. The report does not cite understaffing, insufficient personnel, or failure to meet ratios as a cause or contributing factor."
10eed17e678e03c33e7156e62b89ab9a2e39b78d4db631b8dad24eae2b4dd94b,False,high,not_staffing_related,False,[],[],"The confirmed violation was for failing to perform required variable interval checks (exceeding 15 minutes) and falsifying documentation to show a check that did not occur. The narrative provides no mention of understaffing, insufficient personnel, unmet ratios, or shift coverage gaps as a cause or contributing factor. The root cause appears to be individual staff non-compliance with policy and falsification of records."
111d245e33bdef538c796e8c28b1f8ad60c6cbe46793134d2a2cf5571cc8b3da,False,high,not_staffing_related,False,[],[],"The report documents a violation where a staff member allowed youth to be unsupervised in a bathroom as part of a prank. The cause is attributed to the staff member's individual actions, poor judgment, and failure to follow supervision policies, not staffing levels. Staffing ratios, coverage gaps, or insufficient personnel are not mentioned as contributing factors."
11365340acc72e0605a7f84851711982d86850aa05d4806630037ff6be33d188,False,high,not_staffing_related,False,[],[],"The report attributes the violation to inappropriate restraint technique and failure to follow prescribed behavior management policies. Staffing levels, ratios, coverage gaps, or insufficient personnel are not mentioned as contributing factors. The incident involves a single staff member's use of restraint near a wall despite prior technical assistance on this specific safety issue."
11859f9b47c95a31db4b49b3bce5fe07794b0592d8aae96a9dd775dfbc05db2e,False,high,not_staffing_related,False,[],[],"The confirmed violations relate to delayed child assessments (paperwork completion) and expired fingerprints, contributing to an 18-month adoption delay. While staff turnover is mentioned as a factor in the delay, the report does not cite understaffing, failure to meet ratios, operating below minimum levels, shift coverage gaps, or insufficient personnel as a cause. The primary documented causes are administrative failures (losing paperwork, not completing assessments on time, not tracking fingerprint expiration), not a lack of staff."
12169aec5e05373b59e8f33dd54ec72f2a216372adb3f9ab93e321e261f39380,False,high,not_staffing_related,False,[],[],"The report documents violations related to prohibited verbal abuse (staff telling a youth to 'shut the fuck up') and failure to follow policies by allowing dangerous 'horseplay,' but staffing levels, ratios, or coverage gaps are never mentioned as a cause. The incidents occurred despite staff being present and intervening. The root causes identified are individual staff misconduct and failure to follow policy, not insufficient personnel."
1243cdbec139244d25d6d097b007ff32573794d292172c60a1a74feb5b5d23fb,False,high,not_staffing_related,False,[],[],"The incident was caused by a specific medication error by a supervisor who mixed up two youths' medications. The investigation attributes the violation to individual human error, distraction due to personal issues, and a procedural lapse, not staffing levels. The analysis suggests a need for a supervisor 'check-in process' and ensuring staff are 'of sound mind,' but there is no mention of understaffing, coverage gaps, or insufficient personnel at the time of the incident."
1298160d71c20370909ba7051f0ddb71d385487c0c0246f1a42e50dc633c450b,False,high,not_staffing_related,False,[],[],"The report documents a procedural failure to notify licensing authorities about a youth's AWOL status, attributed to a temporary coverage arrangement where one director was covering for another on vacation. No mention is made of insufficient personnel, unmet ratios, or staffing shortages; the cause is framed as an individual oversight during a coverage handoff, not a staffing level issue."
132b7a8725e4296feddb3b13d6c9ae34752d2c34b92818d2f07906635ebaf66a,False,high,not_staffing_related,False,[],[],"The report documents a violation for hiring a staff member without completing required background checks, not a staffing-related issue. The narrative focuses on administrative failures in the hiring process, lack of communication between Human Resources and program staff, and failure to verify clearance before employment. No mention is made of understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel."
132d92fd4245e269a5b79089cbbf694484992ff0fe15beacd6cd97979944afb0,False,high,not_staffing_related,False,[],[],"The incident narrative describes a physical altercation and verbal abuse allegation stemming from a youth attempting to AWOL and assaulting a staff member, who then retaliated. There is no mention of staffing levels, ratios, coverage gaps, or insufficient personnel as a factor. The report cites multiple staff and supervisors present and responding. The violations are attributed to individual staff conduct (prohibited physical intervention and alleged verbal abuse), not staffing issues."
14373b966b2d255046ede5b85bf6a8098fb00999af204ac48cd3fbfdf9e32d41,True,medium,general_insufficient_staff,True,"[""hard to perform CPI when your only one person"", ""should not be conducted by one person""]","[""She reported it is hard to perform CPI when your only one person."", ""She believed the other staff in the room should have become involved by taking Youth A\u2019s other arm."", ""Trainer reported staff should not engage without assistance.""]","The report includes specific statements from Staff 1 that performing a restraint alone was difficult and that other staff present should have intervened. The facility's own trainer confirmed staff should not engage without assistance, implying that adequate staff presence is required for safe restraint procedures. However, the link between staffing levels being a primary cause of the specific policy violation (dragging the youth) is somewhat indirect, as the violation also involves individual technique."
14b9b4994a4ab750c1d74586d639a7ebaa518f5d2c01052cbe916c883eb44f25,False,high,not_staffing_related,False,[],[],"The violation involves a staff member's serious misconduct—purchasing alcohol/vapes for youth, allowing youth to use substances, and violating boundaries—and a failure to follow agency policy regarding reporting and supervision. The narrative documents investigations into staff actions and youth interviews, but there is no mention of staffing levels, ratios, coverage gaps, or insufficient personnel as a cause or contributing factor. The root cause appears to be individual staff misconduct and failures in supervision/policy enforcement."
14c5fa872cfd6076dcb8b4665a52dfd53abd7ca08dc842cc4e10a7f72fd4c2e3,False,high,not_staffing_related,False,[],[],"The narrative documents multiple service and policy compliance failures (wheelchair procurement, school enrollment, therapy coordination, dental exam timeliness), but does not mention staffing levels, ratios, coverage gaps, or insufficient personnel as causes. The violations are attributed to lack of follow-up, communication breakdowns, procedural errors, and coordination issues, not to understaffing."
15d595a3bdd0fc32798f40d75244898186f3a0dace2212d79f5f1fd9933a74fe,False,high,not_staffing_related,False,[],[],"The confirmed violation is for failure to report an AWOL incident to the licensing authority within 24 hours. The narrative explicitly states staff provided adequate intervention and supervision, and the analysis finds no violation related to supervision. Staffing levels, ratios, or coverage gaps are not mentioned as a cause or factor for the reporting failure."
162a7bd0dae9400af68ab05f8e88f3447e1d724c8c72025c26251de9baafbb7e,False,high,not_staffing_related,False,[],[],"The report attributes the violation solely to a staff member failing to secure the control room door as required, allowing youths to enter. Multiple staff members (Staff 1, Staff 2, Supervisor 1, Supervisor 2) were present and responded to the incident. There is no mention of insufficient staff, unmet ratios, shift gaps, or any other staffing-related issue as a cause or contributing factor."
162cf9220d9a09ba9d8cb28fa984edebcf68fef458827a62526a3bbb5705de91,False,high,not_staffing_related,False,[],[],"The report identifies violations related to prohibited physical intervention, potential verbal abuse, and failure to document an incident, but does not mention staffing levels, ratios, coverage gaps, or insufficient personnel as a cause or contributing factor. The primary causes cited are individual staff misconduct (Supervisor 1's threatening behavior and failure to use proper techniques) and failure to follow documentation policy."
16737f00a8415ecf575d2bd6c9b298656af59eb65268dd21a27532eefae6756c,False,high,not_staffing_related,False,[],[],"The violation is about missing documentation (an independent living contract not updated every 90 days). The report notes a former foster care worker was separated due to performance issues, but this is not cited as a cause of understaffing, insufficient coverage, or failure to meet ratios at the time of the violation. The cause is documented as a prior employee's performance and a missing document, not a staffing level or coverage problem."
168cc334709d75337d1feee623dbc1bcd0f5b559bb9f81faa31e5eaf648edacb,False,high,not_staffing_related,False,[],[],"The report documents confirmed violations related to a staff member's inappropriate physical contact (smacking buttocks, pretend choking) and boundary violations (social media contact). The analysis concludes the staff member lacked the ability or experience to perform duties. There is no mention of understaffing, ratio deficiencies, shift coverage gaps, or insufficient personnel as a cause or contributing factor."
16bcf0785e9c67912348084a1db6294d0aecfa2ee531196b937162dec5b39f52,False,high,not_staffing_related,False,[],[],"The report details multiple violations related to staff misconduct, failure to report a physical altercation, improper use of restraints contrary to policy, and inadequate safety planning. There is no mention of understaffing, failure to meet ratios, shift coverage gaps, or insufficient personnel as a cause or contributing factor. The incident was caused by a staff member's inappropriate physical response, lack of training, and procedural failures, not by staffing levels."
16d187cc89b5c552b2881aa8d8a647571d200c9a09f5244890418f885d2b3f36,False,high,not_staffing_related,False,[],[],"The report documents a physical abuse incident where a supervisor used prohibited interventions (choking, pushing, improper restraint). The cause is attributed to individual misconduct and failure to follow proper CPI techniques, not staffing levels. While a past discipline for 'failing to communicate regarding staff coverage' is noted, this is historical and not cited as a factor for this specific incident. No mention of understaffing, insufficient personnel, or ratio issues at the time of the incident is made."
174017e2336bfde397486bdfa23fdab9c1eb6917f24cb9b90a0e8eee7b555be2,False,low,not_staffing_related,False,"[""short staffed""]","[""Staff 1 reported they were short staffed, so Staff 2 picked up a shift to help them out.""]","While one staff member mentioned being 'short staffed,' this is not cited in the investigation analysis or conclusion as a cause or contributing factor for the violation. The primary cause was a staff member bringing prohibited substances onto campus and leaving her purse accessible, and leaving the office door open while retrieving medication. The corrective action recommendations focus on securing belongings and training, not on staffing levels."
179b71d405c3cd2f634709e292b2ef036d3d598496e026dc8ad0d41b7d61ae73,False,high,not_staffing_related,False,[],[],"The report documents three confirmed violations: inappropriate verbal intervention (not established), physical punishment (slapping, established), indoor vaping, and failure to report suspected abuse. None of the incident descriptions, investigations, or analyses mention staffing levels, ratios, coverage gaps, or insufficient personnel as a contributing factor. The causes are individual staff misconduct (slapping, vaping, failure to report) and a lack of proper individual response, not systemic staffing issues."
17bd9541700fc86fb06247d1229ef34c19e7c11355e1f01f1781cf560b72adb3,False,high,not_staffing_related,False,[],[],"The report does not mention staffing levels, ratios, or coverage gaps as factors. The established violation (improper car seat use) is attributed to the staff member's lack of knowledge/competence ('seemed ""confusing"" to her and she ""forgot"" how to strap it in'), not insufficient personnel. The unsubstantiated allegation involved a single staff member's actions during a supervised visit, with no indication that staffing shortages contributed."
17ef8c52876c562143039e9177aae80f84dbdbca955d0ddd3ae5315b849b6c0c,False,high,not_staffing_related,False,[],[],"The report documents a confirmed violation involving a staff member taking a resident to her personal home and on unauthorized outings with her family, but it does not mention any staffing issues as a cause or contributing factor. The violation is attributed to individual misconduct and policy violations, with no reference to understaffing, ratio deficiencies, or shift coverage gaps."
17f0638915b55cfa5df4c0bd8c8a67bcac4d6ce4a8e91466052411e98771f82f,False,high,not_staffing_related,False,[],[],"The narrative attributes the violations to specific failures in staff responsibilities and supervision, not to insufficient staffing levels, coverage gaps, or unmet ratios. The causes cited are: a new worker failing to complete steps, a supervisor failing to perform monthly reviews, and a failure to follow notification and filing procedures. No statements about understaffing, ratios, or coverage gaps appear in the text."
